entity_id,entity_type,district,weather,temperature,timestamp,peak_hour,energy_consumed_kwh,energy_generated_kwh,grid_usage_kwh,energy_price,carbon_emission_kg,anomaly
253,Apartment,District-E,Rainy,36,2026-06-05 08:55:41,Yes,76.53,27.35,49.18,0.18,22.13,No
254,University,District-A,Rainy,35,2026-05-30 23:55:41,No,251.63,146.11,105.52,0.26,47.48,No
255,School,District-B,Cloudy,45,2026-05-09 21:55:41,Yes,189.65,91.03,98.62,0.3,44.38,No
256,House,District-A,Cloudy,30,2026-05-26 03:55:41,No,35.57,3.85,31.72,0.24,14.27,No
257,Factory,District-D,Windy,38,2026-05-23 16:55:41,No,2324.72,896.68,1428.04,0.37,642.62,No
258,University,District-D,Cloudy,19,2026-05-26 22:55:41,Yes,496.59,135.8,360.79,0.18,162.36,No
259,Hospital,District-D,Cloudy,33,2026-05-12 12:55:41,No,436.19,221.38,214.81,0.16,96.66,No
260,Apartment,District-C,Cloudy,33,2026-05-26 09:55:41,Yes,62.23,3.43,58.8,0.2,26.46,No
261,Factory,District-C,Windy,30,2026-05-27 16:55:41,No,992.63,484.8,507.83,0.23,228.52,No
262,Apartment,District-B,Sunny,16,2026-05-21 01:55:41,No,46.65,14.67,31.98,0.34,14.39,No
263,SolarFarm,District-C,Sunny,21,2026-05-21 19:55:41,Yes,183.47,8269.6,0,0.34,0.0,No
264,Apartment,District-D,Rainy,32,2026-05-26 12:55:41,No,66.8,30.0,36.8,0.4,16.56,No
265,University,District-E,Sunny,45,2026-06-01 00:55:41,No,476.94,27.72,449.22,0.16,202.15,No
266,Apartment,District-B,Cloudy,39,2026-06-04 02:55:41,No,44.43,24.27,20.16,0.38,9.07,No
267,House,District-D,Windy,23,2026-05-21 02:55:41,No,29.07,13.65,15.42,0.3,6.94,No
268,School,District-B,Windy,32,2026-05-08 11:55:41,No,172.86,63.01,109.85,0.24,49.43,No
269,School,District-B,Rainy,43,2026-05-28 14:55:41,No,283.46,80.76,202.7,0.37,91.22,No
270,SolarFarm,District-E,Sunny,41,2026-06-04 05:55:41,No,418.71,6226.28,0,0.33,0.0,No
271,Factory,District-B,Sunny,42,2026-05-07 18:55:41,Yes,2691.38,1268.3,1423.08,0.3,640.39,No
272,Apartment,District-C,Sunny,35,2026-06-01 02:55:41,No,45.76,1.58,44.18,0.21,19.88,No
273,Hospital,District-A,Rainy,43,2026-05-07 21:55:41,Yes,713.43,77.4,636.03,0.23,286.21,No
274,Apartment,District-C,Windy,27,2026-05-31 00:55:41,No,64.39,10.99,53.4,0.28,24.03,No
275,House,District-E,Windy,22,2026-06-04 11:55:41,No,24.92,12.36,12.56,0.35,5.65,No
276,University,District-D,Cloudy,40,2026-05-10 01:55:41,No,343.6,176.22,167.38,0.2,75.32,No
277,Hospital,District-B,Rainy,23,2026-06-04 07:55:41,Yes,1045.3,56.58,988.72,0.3,444.92,No
278,House,District-B,Rainy,31,2026-05-15 03:55:41,No,14.36,5.38,8.98,0.18,4.04,No
279,School,District-E,Cloudy,17,2026-06-03 23:55:41,No,166.4,23.16,143.24,0.4,64.46,No
280,Factory,District-E,Rainy,28,2026-05-09 23:55:41,No,2989.69,838.69,2151.0,0.38,967.95,No
281,Hospital,District-B,Windy,30,2026-06-03 14:55:41,No,695.73,330.9,364.83,0.24,164.17,No
282,Apartment,District-C,Sunny,36,2026-05-09 15:55:41,No,72.7,30.14,42.56,0.33,19.15,No
283,Office,District-D,Cloudy,41,2026-05-18 19:55:41,Yes,483.38,169.78,313.6,0.16,141.12,No
284,University,District-C,Cloudy,25,2026-05-07 11:55:41,No,226.02,58.6,167.42,0.32,75.34,No
285,Hospital,District-B,Cloudy,17,2026-05-18 09:55:41,Yes,981.51,334.04,647.47,0.37,291.36,No
286,Factory,District-A,Cloudy,41,2026-05-15 20:55:41,Yes,1562.2,94.66,1467.54,0.24,660.39,No
287,Factory,District-E,Rainy,17,2026-05-12 18:55:41,Yes,2088.23,354.46,1733.77,0.3,780.2,No
288,SolarFarm,District-E,Sunny,34,2026-06-01 18:55:41,Yes,326.95,2105.72,0,0.31,0.0,No
289,House,District-E,Cloudy,15,2026-05-07 10:55:41,Yes,49.64,15.76,33.88,0.21,15.25,No
290,Factory,District-C,Windy,30,2026-05-11 19:55:41,Yes,2760.46,281.99,2478.47,0.22,1115.31,No
291,Hospital,District-E,Sunny,39,2026-05-14 07:55:41,Yes,987.5,289.7,697.8,0.36,314.01,No
292,School,District-D,Rainy,40,2026-05-09 16:55:41,No,180.02,33.94,146.08,0.17,65.74,No
293,Office,District-A,Cloudy,39,2026-05-20 14:55:41,No,107.38,33.09,74.29,0.23,33.43,No
294,SolarFarm,District-B,Windy,30,2026-05-21 15:55:41,No,485.79,7257.12,0,0.39,0.0,No
295,House,District-D,Rainy,31,2026-05-09 13:55:41,No,41.76,14.61,27.15,0.21,12.22,Yes
296,University,District-C,Cloudy,22,2026-05-25 10:55:41,Yes,263.9,44.82,219.08,0.2,98.59,No
297,School,District-C,Cloudy,22,2026-05-20 17:55:41,Yes,302.69,8.62,294.07,0.26,132.33,No
298,University,District-B,Cloudy,41,2026-05-19 16:55:41,No,296.64,46.43,250.21,0.25,112.59,No
299,Apartment,District-D,Windy,18,2026-06-04 10:55:41,Yes,93.79,37.35,56.44,0.17,25.4,Yes
300,Office,District-D,Cloudy,34,2026-05-25 10:55:41,Yes,250.15,80.34,169.81,0.25,76.41,No
301,University,District-A,Windy,25,2026-05-31 15:55:41,No,323.13,116.59,206.54,0.34,92.94,No
302,Hospital,District-B,Cloudy,40,2026-05-16 05:55:41,No,706.71,0.74,705.97,0.4,317.69,No
303,SolarFarm,District-E,Sunny,29,2026-06-03 18:55:41,Yes,399.68,8431.77,0,0.27,0.0,No
304,Apartment,District-E,Cloudy,18,2026-05-16 14:55:41,No,44.95,10.17,34.78,0.28,15.65,No
305,Factory,District-E,Sunny,15,2026-05-28 11:55:41,No,2157.23,386.57,1770.66,0.16,796.8,No
306,House,District-E,Cloudy,31,2026-05-23 21:55:41,Yes,44.46,15.09,29.37,0.2,13.22,No
307,University,District-A,Rainy,20,2026-06-05 01:55:41,No,352.43,20.81,331.62,0.18,149.23,No
308,SolarFarm,District-E,Sunny,33,2026-05-19 03:55:41,No,395.6,6472.3,0,0.23,0.0,No
309,Factory,District-E,Sunny,33,2026-05-19 15:55:41,No,1707.33,555.72,1151.61,0.39,518.22,No
310,Office,District-A,Sunny,44,2026-06-05 23:55:41,No,194.7,5.96,188.74,0.29,84.93,No
311,University,District-E,Sunny,40,2026-05-27 13:55:41,No,233.15,39.31,193.84,0.21,87.23,No
312,School,District-B,Rainy,25,2026-05-10 07:55:41,Yes,307.34,56.16,251.18,0.2,113.03,No
313,Office,District-B,Windy,16,2026-05-07 12:55:41,No,337.46,91.08,246.38,0.34,110.87,No
314,House,District-D,Windy,35,2026-06-05 13:55:41,No,15.21,3.83,11.38,0.19,5.12,No
315,Factory,District-D,Cloudy,44,2026-06-03 21:55:41,Yes,1068.61,411.76,656.85,0.35,295.58,No
316,Factory,District-A,Windy,21,2026-05-08 17:55:41,Yes,1190.7,120.75,1069.95,0.38,481.48,No
317,SolarFarm,District-E,Windy,25,2026-05-23 22:55:41,Yes,551.99,6552.76,0,0.2,0.0,No
318,Factory,District-D,Sunny,20,2026-05-10 09:55:41,Yes,2077.57,250.76,1826.81,0.37,822.06,No
319,SolarFarm,District-B,Windy,26,2026-05-29 07:55:41,Yes,535.68,3207.23,0,0.27,0.0,No
320,House,District-B,Cloudy,20,2026-05-10 07:55:41,Yes,12.88,2.4,10.48,0.25,4.72,No
321,School,District-D,Sunny,34,2026-05-07 19:55:41,Yes,158.25,55.99,102.26,0.37,46.02,No
322,Hospital,District-C,Windy,27,2026-05-26 08:55:41,Yes,869.06,17.14,851.92,0.39,383.36,No
323,School,District-D,Windy,18,2026-05-09 03:55:41,No,120.57,0.81,119.76,0.37,53.89,No
324,Apartment,District-E,Rainy,30,2026-06-05 13:55:41,No,79.44,28.71,50.73,0.26,22.83,No
325,House,District-B,Windy,34,2026-06-01 01:55:41,No,8.97,4.78,4.19,0.29,1.89,No
326,Office,District-C,Cloudy,40,2026-06-04 19:55:41,Yes,338.07,4.57,333.5,0.16,150.08,No
327,Hospital,District-D,Rainy,22,2026-05-31 20:55:41,Yes,1354.62,382.11,972.51,0.3,437.63,No
328,Hospital,District-C,Sunny,19,2026-05-13 23:55:41,No,802.84,463.89,338.95,0.17,152.53,No
329,House,District-B,Sunny,35,2026-05-24 14:55:41,No,18.12,6.62,11.5,0.22,5.17,No
330,SolarFarm,District-D,Windy,15,2026-05-24 18:55:41,Yes,407.94,2971.54,0,0.38,0.0,No
331,Office,District-A,Rainy,23,2026-06-02 15:55:41,No,135.37,54.22,81.15,0.25,36.52,No
332,Hospital,District-D,Sunny,33,2026-05-19 22:55:41,Yes,434.61,207.54,227.07,0.35,102.18,No
333,University,District-B,Rainy,24,2026-06-04 02:55:41,No,458.23,212.58,245.65,0.19,110.54,No
334,Apartment,District-B,Windy,35,2026-05-17 09:55:41,Yes,52.94,13.37,39.57,0.19,17.81,No
335,Hospital,District-D,Windy,16,2026-05-22 10:55:41,Yes,984.25,172.0,812.25,0.4,365.51,No
336,School,District-E,Sunny,15,2026-05-14 09:55:41,Yes,290.51,143.86,146.65,0.17,65.99,No
337,Hospital,District-C,Cloudy,24,2026-06-02 13:55:41,No,844.0,179.68,664.32,0.31,298.94,No
338,Factory,District-A,Cloudy,37,2026-05-29 21:55:41,Yes,1153.65,107.14,1046.51,0.35,470.93,No
339,House,District-B,Rainy,19,2026-05-18 01:55:41,No,7.01,2.88,4.13,0.17,1.86,No
340,Apartment,District-D,Sunny,41,2026-05-26 03:55:41,No,59.96,7.77,52.19,0.3,23.49,No
341,House,District-A,Sunny,41,2026-05-26 13:55:41,No,33.65,7.15,26.5,0.23,11.93,No
342,Apartment,District-C,Windy,20,2026-05-27 00:55:41,No,46.84,4.75,42.09,0.39,18.94,No
343,Hospital,District-D,Rainy,27,2026-05-25 18:55:41,Yes,1270.24,586.51,683.73,0.28,307.68,No
344,Hospital,District-E,Cloudy,34,2026-05-15 12:55:41,No,787.84,121.03,666.81,0.28,300.06,No
345,SolarFarm,District-E,Rainy,36,2026-05-09 00:55:41,No,259.05,821.23,0,0.27,0.0,No
346,SolarFarm,District-A,Windy,22,2026-05-10 07:55:41,Yes,191.55,5623.17,0,0.15,0.0,No
347,University,District-E,Sunny,43,2026-05-23 05:55:41,No,329.82,64.48,265.34,0.16,119.4,No
348,SolarFarm,District-B,Windy,36,2026-06-06 02:55:41,No,446.4,7477.49,0,0.3,0.0,No
349,Apartment,District-A,Sunny,35,2026-06-05 21:55:41,Yes,73.32,41.41,31.91,0.19,14.36,No
350,Office,District-C,Cloudy,22,2026-05-07 17:55:41,Yes,379.83,207.18,172.65,0.38,77.69,No
351,School,District-D,Windy,16,2026-05-20 16:55:41,No,101.01,9.42,91.59,0.36,41.22,No
352,House,District-B,Sunny,24,2026-05-08 09:55:41,Yes,33.42,16.18,17.24,0.24,7.76,No
353,University,District-D,Rainy,33,2026-05-08 04:55:41,No,279.03,90.53,188.5,0.22,84.83,No
354,Hospital,District-E,Sunny,29,2026-05-27 19:55:41,Yes,856.21,481.65,374.56,0.16,168.55,No
355,School,District-C,Cloudy,43,2026-05-30 14:55:41,No,165.62,73.07,92.55,0.24,41.65,No
356,Office,District-B,Windy,29,2026-05-30 17:55:41,Yes,191.71,68.29,123.42,0.21,55.54,No
357,Hospital,District-A,Rainy,15,2026-05-28 09:55:41,Yes,1311.89,356.39,955.5,0.32,429.98,No
358,University,District-B,Windy,33,2026-05-17 23:55:41,No,452.58,211.15,241.43,0.34,108.64,No
359,SolarFarm,District-B,Cloudy,34,2026-05-21 10:55:41,Yes,337.04,848.65,0,0.15,0.0,No
360,School,District-E,Cloudy,27,2026-05-27 23:55:41,No,102.38,22.24,80.14,0.35,36.06,No
361,House,District-A,Windy,21,2026-05-26 12:55:41,No,8.21,0.99,7.22,0.29,3.25,No
362,School,District-A,Cloudy,42,2026-06-01 18:55:41,Yes,168.96,22.83,146.13,0.35,65.76,No
363,School,District-C,Windy,43,2026-05-21 21:55:41,Yes,163.86,10.37,153.49,0.24,69.07,Yes
364,Hospital,District-C,Windy,27,2026-05-17 20:55:41,Yes,1018.65,398.74,619.91,0.37,278.96,No
365,House,District-B,Windy,18,2026-05-17 08:55:41,Yes,8.71,0.49,8.22,0.38,3.7,No
366,Office,District-B,Windy,24,2026-06-01 10:55:41,Yes,163.15,7.4,155.75,0.17,70.09,No
367,School,District-B,Cloudy,41,2026-05-17 02:55:41,No,148.35,4.25,144.1,0.17,64.84,No
368,SolarFarm,District-A,Cloudy,18,2026-05-31 12:55:41,No,184.43,1584.57,0,0.38,0.0,No
369,Factory,District-E,Rainy,31,2026-05-19 10:55:41,Yes,4106.73,596.42,3510.31,0.33,1579.64,No
370,House,District-D,Windy,28,2026-05-19 12:55:41,No,33.44,19.85,13.59,0.26,6.12,No
371,SolarFarm,District-D,Windy,35,2026-06-03 00:55:41,No,167.27,2439.21,0,0.38,0.0,No
372,University,District-D,Windy,35,2026-05-14 04:55:41,No,444.36,262.34,182.02,0.36,81.91,No
373,Factory,District-C,Sunny,34,2026-05-16 01:55:41,No,974.98,78.5,896.48,0.17,403.42,No
374,Hospital,District-D,Cloudy,29,2026-05-17 03:55:41,No,509.61,294.23,215.38,0.17,96.92,No
375,School,District-B,Rainy,28,2026-05-19 18:55:41,Yes,239.51,118.88,120.63,0.34,54.28,No
376,House,District-D,Sunny,28,2026-05-14 10:55:41,Yes,8.5,1.08,7.42,0.27,3.34,No
377,Factory,District-B,Windy,45,2026-05-30 17:55:41,Yes,902.11,99.68,802.43,0.2,361.09,No
378,University,District-E,Windy,25,2026-05-21 11:55:41,No,310.42,86.32,224.1,0.29,100.84,Yes
379,Office,District-B,Sunny,22,2026-05-15 06:55:41,No,131.74,35.47,96.27,0.34,43.32,No
380,University,District-B,Rainy,16,2026-05-30 00:55:41,No,349.68,77.61,272.07,0.31,122.43,No
381,University,District-B,Windy,16,2026-05-15 00:55:41,No,337.4,10.01,327.39,0.19,147.33,No
382,Factory,District-A,Windy,17,2026-06-03 21:55:41,Yes,2232.81,603.02,1629.79,0.16,733.41,No
383,Hospital,District-B,Windy,36,2026-05-08 14:55:41,No,381.71,177.14,204.57,0.28,92.06,No
384,House,District-A,Rainy,34,2026-06-02 12:55:41,No,26.9,0.06,26.84,0.39,12.08,No
385,Apartment,District-E,Cloudy,39,2026-05-08 15:55:41,No,46.77,8.81,37.96,0.35,17.08,No
386,Office,District-E,Sunny,39,2026-05-16 05:55:41,No,221.69,28.81,192.88,0.31,86.8,No
387,Factory,District-C,Windy,27,2026-05-17 20:55:41,Yes,1513.05,800.98,712.07,0.26,320.43,No
388,Hospital,District-B,Sunny,29,2026-05-10 17:55:41,Yes,1151.7,661.61,490.09,0.22,220.54,No
389,SolarFarm,District-A,Cloudy,42,2026-05-26 20:55:41,Yes,441.8,2931.76,0,0.17,0.0,No
390,Office,District-C,Sunny,37,2026-06-04 23:55:41,No,293.35,153.79,139.56,0.25,62.8,No
391,School,District-A,Cloudy,18,2026-05-13 17:55:41,Yes,256.91,39.49,217.42,0.27,97.84,No
392,Apartment,District-B,Sunny,39,2026-05-10 18:55:41,Yes,29.85,4.45,25.4,0.17,11.43,No
393,School,District-A,Rainy,28,2026-05-28 00:55:41,No,249.9,43.17,206.73,0.29,93.03,No
394,University,District-A,Sunny,21,2026-05-22 05:55:41,No,209.98,66.12,143.86,0.32,64.74,No
395,Factory,District-B,Windy,29,2026-05-24 17:55:41,Yes,1914.61,712.01,1202.6,0.38,541.17,No
396,University,District-E,Windy,22,2026-05-14 03:55:41,No,394.15,153.22,240.93,0.26,108.42,No
397,School,District-D,Cloudy,35,2026-05-16 10:55:41,Yes,155.92,29.0,126.92,0.2,57.11,No
398,House,District-B,Windy,39,2026-05-19 07:55:41,Yes,49.62,10.65,38.97,0.33,17.54,No
399,Office,District-D,Windy,18,2026-05-27 17:55:41,Yes,221.61,94.21,127.4,0.15,57.33,No
400,School,District-B,Sunny,43,2026-06-03 18:55:41,Yes,135.25,4.17,131.08,0.17,58.99,No
401,Office,District-A,Windy,34,2026-05-26 02:55:41,No,292.4,62.66,229.74,0.17,103.38,No
402,University,District-D,Rainy,44,2026-06-06 01:55:41,No,295.53,53.09,242.44,0.3,109.1,No
403,University,District-B,Rainy,25,2026-05-28 08:55:41,Yes,631.35,271.13,360.22,0.2,162.1,No
404,Factory,District-A,Windy,25,2026-05-09 02:55:41,No,2680.15,507.99,2172.16,0.17,977.47,No
405,House,District-A,Rainy,34,2026-06-02 10:55:41,Yes,33.91,11.35,22.56,0.3,10.15,No
406,Office,District-E,Windy,21,2026-06-03 01:55:41,No,375.45,208.28,167.17,0.16,75.23,No
407,House,District-B,Rainy,19,2026-06-05 10:55:41,Yes,53.5,11.23,42.27,0.34,19.02,No
408,SolarFarm,District-B,Windy,41,2026-05-18 06:55:41,No,129.48,7803.52,0,0.36,0.0,No
409,SolarFarm,District-A,Cloudy,29,2026-05-30 15:55:41,No,449.9,5591.44,0,0.36,0.0,No
410,Hospital,District-A,Windy,42,2026-06-02 13:55:41,No,742.91,294.3,448.61,0.19,201.87,No
411,School,District-B,Sunny,30,2026-05-13 07:55:41,Yes,187.66,19.49,168.17,0.38,75.68,No
412,Office,District-B,Windy,43,2026-05-27 09:55:41,Yes,136.49,0.23,136.26,0.32,61.32,No
413,Factory,District-B,Windy,44,2026-05-12 12:55:41,No,509.5,253.54,255.96,0.39,115.18,No
414,University,District-D,Sunny,21,2026-05-26 10:55:41,Yes,554.75,82.24,472.51,0.23,212.63,No
415,Office,District-C,Rainy,23,2026-06-03 22:55:41,Yes,385.36,69.92,315.44,0.28,141.95,No
416,Factory,District-A,Sunny,23,2026-05-16 15:55:41,No,2492.65,919.23,1573.42,0.17,708.04,No
417,SolarFarm,District-B,Cloudy,23,2026-05-30 05:55:41,No,276.29,5749.75,0,0.3,0.0,No
418,Hospital,District-A,Cloudy,41,2026-05-24 01:55:41,No,962.44,171.16,791.28,0.31,356.08,No
419,House,District-C,Rainy,24,2026-05-17 04:55:41,No,6.96,0.45,6.51,0.31,2.93,No
420,SolarFarm,District-D,Sunny,15,2026-05-25 22:55:41,Yes,393.8,5786.83,0,0.37,0.0,No
421,House,District-A,Sunny,42,2026-06-04 04:55:41,No,31.38,16.96,14.42,0.18,6.49,No
422,SolarFarm,District-D,Rainy,45,2026-05-10 13:55:41,No,523.16,1300.82,0,0.19,0.0,No
423,Hospital,District-E,Cloudy,21,2026-06-02 15:55:41,No,723.74,161.79,561.95,0.18,252.88,No
424,House,District-D,Windy,41,2026-05-28 22:55:41,Yes,27.15,6.62,20.53,0.3,9.24,No
425,SolarFarm,District-A,Windy,23,2026-05-10 03:55:41,No,462.84,7635.8,0,0.19,0.0,No
426,Office,District-E,Rainy,19,2026-05-23 12:55:41,No,130.0,29.08,100.92,0.23,45.41,No
427,SolarFarm,District-B,Cloudy,37,2026-05-07 15:55:41,No,167.74,5852.65,0,0.39,0.0,No
428,House,District-B,Rainy,45,2026-05-07 13:55:41,No,30.61,5.67,24.94,0.23,11.22,No
429,Apartment,District-B,Windy,42,2026-06-04 14:55:41,No,63.89,13.08,50.81,0.25,22.86,No
430,House,District-C,Sunny,40,2026-05-28 06:55:41,No,15.53,4.72,10.81,0.17,4.86,No
431,House,District-E,Cloudy,17,2026-05-25 07:55:41,Yes,27.09,1.44,25.65,0.31,11.54,No
432,School,District-D,Cloudy,42,2026-05-13 16:55:41,No,213.42,100.1,113.32,0.36,50.99,No
433,School,District-B,Rainy,15,2026-05-22 19:55:41,Yes,345.52,133.86,211.66,0.24,95.25,No
434,House,District-C,Windy,24,2026-05-12 01:55:41,No,39.61,18.52,21.09,0.26,9.49,No
435,Hospital,District-A,Windy,24,2026-05-25 03:55:41,No,540.19,321.07,219.12,0.16,98.6,No
436,Hospital,District-B,Windy,15,2026-05-09 14:55:41,No,359.24,26.03,333.21,0.25,149.94,No
437,Factory,District-A,Cloudy,17,2026-05-30 14:55:41,No,2362.71,439.25,1923.46,0.26,865.56,No
438,Factory,District-A,Sunny,32,2026-05-30 06:55:41,No,1251.7,661.19,590.51,0.36,265.73,No
439,Factory,District-B,Rainy,31,2026-05-24 05:55:41,No,2359.37,383.5,1975.87,0.4,889.14,No
440,School,District-D,Cloudy,45,2026-05-18 15:55:41,No,205.5,49.31,156.19,0.38,70.29,No
441,Apartment,District-E,Rainy,36,2026-05-18 19:55:41,Yes,96.64,22.0,74.64,0.32,33.59,No
442,University,District-A,Windy,45,2026-05-25 19:55:41,Yes,423.95,96.47,327.48,0.26,147.37,No
443,Hospital,District-C,Windy,27,2026-06-01 23:55:41,No,912.41,260.07,652.34,0.32,293.55,No
444,House,District-B,Windy,38,2026-05-23 13:55:41,No,30.3,7.14,23.16,0.2,10.42,No
445,Hospital,District-A,Cloudy,37,2026-05-20 15:55:41,No,520.29,178.01,342.28,0.19,154.03,Yes
446,SolarFarm,District-D,Sunny,31,2026-05-13 04:55:41,No,354.15,6695.3,0,0.18,0.0,No
447,University,District-D,Sunny,26,2026-05-17 04:55:41,No,334.39,35.02,299.37,0.29,134.72,No
448,Office,District-A,Sunny,41,2026-05-15 10:55:41,Yes,258.65,134.66,123.99,0.19,55.8,Yes
449,Factory,District-A,Rainy,24,2026-05-23 05:55:41,No,1361.43,793.66,567.77,0.16,255.5,No
450,SolarFarm,District-E,Cloudy,34,2026-06-03 16:55:41,No,154.82,2673.91,0,0.15,0.0,No
451,Hospital,District-A,Sunny,16,2026-05-17 04:55:41,No,590.6,54.36,536.24,0.35,241.31,No
452,Apartment,District-D,Windy,21,2026-05-16 06:55:41,No,74.97,35.29,39.68,0.34,17.86,No
453,Office,District-E,Sunny,44,2026-05-25 09:55:41,Yes,419.79,76.45,343.34,0.16,154.5,No
454,SolarFarm,District-B,Sunny,37,2026-05-16 10:55:41,Yes,579.89,2929.56,0,0.16,0.0,No
455,Hospital,District-B,Cloudy,35,2026-05-20 18:55:41,Yes,839.57,94.7,744.87,0.19,335.19,No
456,SolarFarm,District-E,Windy,30,2026-06-05 00:55:41,No,287.92,5504.23,0,0.39,0.0,No
457,SolarFarm,District-C,Windy,39,2026-05-27 02:55:41,No,335.22,5811.01,0,0.15,0.0,No
458,Office,District-B,Cloudy,35,2026-05-17 11:55:41,No,169.22,90.77,78.45,0.27,35.3,No
459,Hospital,District-E,Windy,42,2026-05-27 06:55:41,No,555.84,74.93,480.91,0.27,216.41,No
460,Office,District-B,Windy,24,2026-05-15 19:55:41,Yes,411.82,201.56,210.26,0.29,94.62,No
461,SolarFarm,District-B,Rainy,32,2026-05-18 10:55:41,Yes,143.11,2696.1,0,0.17,0.0,No
462,Apartment,District-E,Cloudy,31,2026-05-23 03:55:41,No,56.13,9.6,46.53,0.17,20.94,No
463,School,District-D,Cloudy,40,2026-05-16 01:55:41,No,120.42,34.22,86.2,0.35,38.79,No
464,Apartment,District-A,Sunny,36,2026-05-26 20:55:41,Yes,72.25,7.15,65.1,0.19,29.29,No
465,School,District-D,Cloudy,35,2026-06-01 18:55:41,Yes,211.12,111.41,99.71,0.36,44.87,No
466,SolarFarm,District-B,Windy,35,2026-05-10 20:55:41,Yes,486.59,6395.01,0,0.17,0.0,No
467,Office,District-E,Rainy,43,2026-05-16 03:55:41,No,439.31,125.68,313.63,0.4,141.13,No
468,House,District-D,Sunny,33,2026-05-24 00:55:41,No,26.64,4.89,21.75,0.25,9.79,Yes
469,Hospital,District-E,Sunny,28,2026-05-28 00:55:41,No,767.9,372.85,395.05,0.26,177.77,No
470,Factory,District-E,Rainy,45,2026-05-23 05:55:41,No,1042.45,518.8,523.65,0.24,235.64,No
471,Apartment,District-E,Windy,15,2026-05-11 13:55:41,No,35.43,3.49,31.94,0.36,14.37,No
472,Factory,District-D,Rainy,16,2026-06-03 08:55:41,Yes,3904.57,115.3,3789.27,0.32,1705.17,No
473,Apartment,District-A,Sunny,44,2026-06-01 15:55:41,No,44.67,21.36,23.31,0.23,10.49,Yes
474,House,District-B,Rainy,35,2026-05-08 03:55:41,No,7.41,3.86,3.55,0.37,1.6,No
475,Hospital,District-B,Windy,19,2026-05-19 01:55:41,No,493.85,218.98,274.87,0.3,123.69,No
476,Hospital,District-E,Sunny,16,2026-05-08 02:55:41,No,425.2,70.99,354.21,0.28,159.39,No
477,Hospital,District-E,Cloudy,41,2026-05-20 16:55:41,No,390.36,9.68,380.68,0.15,171.31,No
478,House,District-C,Sunny,23,2026-05-21 10:55:41,Yes,9.93,1.23,8.7,0.24,3.91,No
479,University,District-A,Windy,41,2026-05-12 00:55:41,No,392.76,79.93,312.83,0.16,140.77,No
480,School,District-A,Cloudy,37,2026-05-13 03:55:41,No,258.24,142.63,115.61,0.3,52.02,No
481,School,District-E,Sunny,31,2026-06-02 14:55:41,No,254.85,107.91,146.94,0.16,66.12,No
482,Hospital,District-E,Rainy,24,2026-05-24 13:55:41,No,808.65,461.31,347.34,0.17,156.3,No
483,Apartment,District-E,Rainy,36,2026-05-16 00:55:41,No,81.03,36.3,44.73,0.24,20.13,No
484,SolarFarm,District-E,Sunny,17,2026-06-05 03:55:41,No,489.88,2663.59,0,0.22,0.0,No
485,Factory,District-A,Sunny,41,2026-06-04 05:55:41,No,2201.56,1174.82,1026.74,0.31,462.03,No
486,SolarFarm,District-E,Rainy,24,2026-05-21 12:55:41,No,528.86,310.88,217.98,0.21,98.09,No
487,School,District-A,Cloudy,25,2026-06-02 05:55:41,No,233.22,44.82,188.4,0.18,84.78,No
488,Office,District-B,Windy,25,2026-05-20 14:55:41,No,179.7,30.46,149.24,0.34,67.16,No
489,House,District-C,Cloudy,31,2026-06-02 20:55:41,Yes,44.71,10.38,34.33,0.31,15.45,No
490,Hospital,District-A,Sunny,20,2026-05-08 16:55:41,No,364.8,87.1,277.7,0.26,124.97,No
491,University,District-C,Sunny,36,2026-06-01 20:55:41,Yes,542.89,71.12,471.77,0.26,212.3,No
492,Office,District-C,Rainy,28,2026-05-29 21:55:41,Yes,530.93,147.88,383.05,0.39,172.37,No
493,Factory,District-B,Windy,40,2026-05-19 23:55:41,No,1142.65,602.03,540.62,0.26,243.28,No
494,SolarFarm,District-B,Rainy,22,2026-05-11 23:55:41,No,522.54,2584.97,0,0.18,0.0,No
495,University,District-D,Cloudy,37,2026-05-08 13:55:41,No,293.64,53.45,240.19,0.36,108.09,No
496,Hospital,District-C,Sunny,19,2026-05-30 16:55:41,No,318.96,102.25,216.71,0.31,97.52,No
497,Apartment,District-E,Cloudy,21,2026-05-18 01:55:41,No,54.52,6.48,48.04,0.31,21.62,No
498,Apartment,District-D,Cloudy,16,2026-05-24 01:55:41,No,63.11,24.09,39.02,0.24,17.56,No
499,Office,District-E,Rainy,22,2026-05-09 04:55:41,No,179.33,107.26,72.07,0.38,32.43,No
